"KS" "Kuiper" "AD" "CvM" "W" "ZA" "ZC" "Wassp1" "chi large Pearson" "chi small Pearson" "chi large LR-m" "chi small LR-m"
"0" 0.047 0.061 0.057 0.05 0.048 0.05 0.046 0.055 0.034 0.03 0.034 0.032
"1" 0.047 0.058 0.066 0.06 0.05 0.048 0.057 0.059 0.035 0.031 0.041 0.033
"2" 0.049 0.051 0.075 0.069 0.055 0.04 0.055 0.07 0.054 0.027 0.052 0.028
"3" 0.065 0.091 0.1 0.078 0.069 0.041 0.061 0.094 0.062 0.036 0.072 0.038
"4" 0.055 0.09 0.082 0.065 0.062 0.051 0.08 0.096 0.064 0.025 0.072 0.028
"5" 0.061 0.106 0.097 0.069 0.063 0.074 0.122 0.123 0.107 0.039 0.097 0.041
"6" 0.06 0.104 0.128 0.071 0.072 0.104 0.167 0.155 0.147 0.038 0.143 0.041
"7" 0.064 0.145 0.171 0.085 0.106 0.165 0.25 0.227 0.175 0.037 0.157 0.045
"8" 0.072 0.208 0.228 0.09 0.121 0.215 0.328 0.291 0.234 0.053 0.208 0.059
"9" 0.07 0.225 0.259 0.095 0.14 0.253 0.407 0.339 0.304 0.064 0.27 0.068
"10" 0.071 0.293 0.348 0.089 0.166 0.379 0.573 0.433 0.423 0.052 0.372 0.055
"11" 0.094 0.346 0.416 0.11 0.216 0.499 0.663 0.5 0.531 0.08 0.439 0.088
"12" 0.098 0.405 0.511 0.132 0.218 0.602 0.775 0.609 0.608 0.083 0.504 0.092
"13" 0.09 0.521 0.635 0.13 0.323 0.759 0.895 0.719 0.737 0.092 0.633 0.107
"14" 0.116 0.59 0.738 0.175 0.365 0.865 0.953 0.799 0.824 0.128 0.726 0.14
"15" 0.118 0.656 0.783 0.161 0.361 0.905 0.973 0.843 0.889 0.131 0.795 0.139
"16" 0.146 0.748 0.881 0.205 0.456 0.963 0.991 0.915 0.95 0.146 0.881 0.152
"17" 0.185 0.84 0.937 0.271 0.544 0.983 0.995 0.948 0.973 0.174 0.926 0.186
"18" 0.165 0.898 0.97 0.253 0.58 0.991 0.999 0.975 0.985 0.162 0.96 0.175
"19" 0.215 0.939 0.988 0.287 0.654 0.997 1 0.989 0.998 0.205 0.979 0.212
"20" 0.258 0.96 0.989 0.352 0.687 1 1 0.992 0.999 0.229 0.991 0.243
"21" 0.316 0.99 0.999 0.428 0.783 1 1 0.998 1 0.302 0.998 0.305
"22" 0.374 1 1 0.474 0.854 1 1 1 1 0.326 1 0.341
"23" 0.433 0.998 1 0.533 0.884 1 1 0.999 1 0.341 1 0.353
"24" 0.523 1 1 0.601 0.9 1 1 1 1 0.419 1 0.434
